T (K),P (kPa),Vapor fract
402,7260,1.0
408,7260,1.0
414,7260,1.0
420,7260,1.0
426,7260,1.0
432,7260,1.0
438,7260,1.0
444,7260,1.0
450,7260,1.0
456,7260,1.0
462,7260,1.0
468,7260,1.0
474,7260,1.0
480,7260,1.0
486,7260,1.0
492,7260,1.0
498,7260,1.0
504,7260,1.0
510,7260,1.0
516,7260,1.0
522,7260,1.0
528,7260,1.0
534,7260,1.0
540,7260,1.0
546,7260,1.0
552,7260,1.0
558,7260,1.0
564,7260,1.0
570,7260,1.0
576,7260,1.0
582,7260,1.0
588,7260,1.0
594,7260,1.0
312,7379,1.0
318,7379,1.0
324,7379,1.0
330,7379,1.0
336,7379,1.0
342,7379,1.0
348,7379,1.0
354,7379,1.0
360,7379,1.0
366,7379,1.0
372,7379,1.0
378,7379,1.0
384,7379,1.0
390,7379,1.0
396,7379,1.0
402,7379,1.0
408,7379,1.0
414,7379,1.0
420,7379,1.0
426,7379,1.0
432,7379,1.0
438,7379,1.0
444,7379,1.0
450,7379,1.0
456,7379,1.0
462,7379,1.0
468,7379,1.0
474,7379,1.0
480,7379,1.0
486,7379,1.0
492,7379,1.0
498,7379,1.0
504,7379,1.0
510,7379,1.0
516,7379,1.0
522,7379,1.0
528,7379,1.0
534,7379,1.0
540,7379,1.0
546,7379,1.0
552,7379,1.0
558,7379,1.0
564,7379,1.0
570,7379,1.0
576,7379,1.0
582,7379,1.0
588,7379,1.0
594,7379,1.0
312,7498,1.0
318,7498,1.0
324,7498,1.0
330,7498,1.0
336,7498,1.0
342,7498,1.0
348,7498,1.0
354,7498,1.0
360,7498,1.0
366,7498,1.0
372,7498,1.0
378,7498,1.0
384,7498,1.0
390,7498,1.0
396,7498,1.0
402,7498,1.0
408,7498,1.0
414,7498,1.0
420,7498,1.0
426,7498,1.0
432,7498,1.0
438,7498,1.0
444,7498,1.0
450,7498,1.0
456,7498,1.0
462,7498,1.0
468,7498,1.0
474,7498,1.0
480,7498,1.0
486,7498,1.0
492,7498,1.0
498,7498,1.0
504,7498,1.0
510,7498,1.0
516,7498,1.0
522,7498,1.0
528,7498,1.0
534,7498,1.0
540,7498,1.0
546,7498,1.0
552,7498,1.0
558,7498,1.0
564,7498,1.0
570,7498,1.0
576,7498,1.0
582,7498,1.0
588,7498,1.0
594,7498,1.0
312,7617,1.0
318,7617,1.0
324,7617,1.0
330,7617,1.0
336,7617,1.0
342,7617,1.0
348,7617,1.0
354,7617,1.0
360,7617,1.0
366,7617,1.0
372,7617,1.0
378,7617,1.0
384,7617,1.0
390,7617,1.0
396,7617,1.0
402,7617,1.0
408,7617,1.0
414,7617,1.0
420,7617,1.0
426,7617,1.0
432,7617,1.0
438,7617,1.0
444,7617,1.0
450,7617,1.0
456,7617,1.0
462,7617,1.0
468,7617,1.0
474,7617,1.0
480,7617,1.0
486,7617,1.0
492,7617,1.0
498,7617,1.0
504,7617,1.0
510,7617,1.0
516,7617,1.0
522,7617,1.0
528,7617,1.0
534,7617,1.0
540,7617,1.0
546,7617,1.0
552,7617,1.0
558,7617,1.0
564,7617,1.0
570,7617,1.0
576,7617,1.0
582,7617,1.0
588,7617,1.0
594,7617,1.0
312,7736,1.0
318,7736,1.0
324,7736,1.0
330,7736,1.0
336,7736,1.0
342,7736,1.0
348,7736,1.0
354,7736,1.0
360,7736,1.0
366,7736,1.0
372,7736,1.0
378,7736,1.0
384,7736,1.0
390,7736,1.0
396,7736,1.0
402,7736,1.0
408,7736,1.0
414,7736,1.0
420,7736,1.0
426,7736,1.0
432,7736,1.0
438,7736,1.0
444,7736,1.0
450,7736,1.0
456,7736,1.0
462,7736,1.0
468,7736,1.0
474,7736,1.0
480,7736,1.0
486,7736,1.0
492,7736,1.0
498,7736,1.0
504,7736,1.0
510,7736,1.0
516,7736,1.0
522,7736,1.0
528,7736,1.0
534,7736,1.0
540,7736,1.0
546,7736,1.0
552,7736,1.0
558,7736,1.0
564,7736,1.0
570,7736,1.0
576,7736,1.0
582,7736,1.0
588,7736,1.0
594,7736,1.0
312,7855,1.0
318,7855,1.0
324,7855,1.0
330,7855,1.0
336,7855,1.0
342,7855,1.0
348,7855,1.0
354,7855,1.0
360,7855,1.0
366,7855,1.0
372,7855,1.0
378,7855,1.0
384,7855,1.0
390,7855,1.0
396,7855,1.0
402,7855,1.0
408,7855,1.0
414,7855,1.0
420,7855,1.0
426,7855,1.0
432,7855,1.0
438,7855,1.0
444,7855,1.0
450,7855,1.0
456,7855,1.0
462,7855,1.0
468,7855,1.0
474,7855,1.0
480,7855,1.0
486,7855,1.0
492,7855,1.0
498,7855,1.0
504,7855,1.0
510,7855,1.0
516,7855,1.0
522,7855,1.0
528,7855,1.0
534,7855,1.0
540,7855,1.0
546,7855,1.0
552,7855,1.0
558,7855,1.0
564,7855,1.0
570,7855,1.0
576,7855,1.0
582,7855,1.0
588,7855,1.0
594,7855,1.0
312,7974,1.0
318,7974,1.0
324,7974,1.0
330,7974,1.0
336,7974,1.0
342,7974,1.0
348,7974,1.0
354,7974,1.0
360,7974,1.0
366,7974,1.0
372,7974,1.0
378,7974,1.0
384,7974,1.0
390,7974,1.0
396,7974,1.0
402,7974,1.0
408,7974,1.0
414,7974,1.0
420,7974,1.0
426,7974,1.0
432,7974,1.0
438,7974,1.0
444,7974,1.0
450,7974,1.0
456,7974,1.0
462,7974,1.0
468,7974,1.0
474,7974,1.0
480,7974,1.0
486,7974,1.0
492,7974,1.0
498,7974,1.0
504,7974,1.0
510,7974,1.0
516,7974,1.0
522,7974,1.0
528,7974,1.0
534,7974,1.0
540,7974,1.0
546,7974,1.0
552,7974,1.0
558,7974,1.0
564,7974,1.0
570,7974,1.0
576,7974,1.0
582,7974,1.0
588,7974,1.0
594,7974,1.0
318,8093,1.0
324,8093,1.0
330,8093,1.0
336,8093,1.0
342,8093,1.0
348,8093,1.0
354,8093,1.0
360,8093,1.0
366,8093,1.0
372,8093,1.0
378,8093,1.0
384,8093,1.0
390,8093,1.0
396,8093,1.0
402,8093,1.0
408,8093,1.0
414,8093,1.0
420,8093,1.0
426,8093,1.0
432,8093,1.0
438,8093,1.0
444,8093,1.0
450,8093,1.0
456,8093,1.0
462,8093,1.0
468,8093,1.0
474,8093,1.0
480,8093,1.0
486,8093,1.0
492,8093,1.0
498,8093,1.0
504,8093,1.0
510,8093,1.0
516,8093,1.0
522,8093,1.0
528,8093,1.0
534,8093,1.0
540,8093,1.0
546,8093,1.0
552,8093,1.0
558,8093,1.0
564,8093,1.0
570,8093,1.0
576,8093,1.0
582,8093,1.0
588,8093,1.0
594,8093,1.0
318,8212,1.0
324,8212,1.0
330,8212,1.0
336,8212,1.0
342,8212,1.0
348,8212,1.0
354,8212,1.0
360,8212,1.0
366,8212,1.0
372,8212,1.0
378,8212,1.0
384,8212,1.0
390,8212,1.0
396,8212,1.0
402,8212,1.0
408,8212,1.0
414,8212,1.0
420,8212,1.0
426,8212,1.0
432,8212,1.0
438,8212,1.0
444,8212,1.0
450,8212,1.0
456,8212,1.0
462,8212,1.0
468,8212,1.0
474,8212,1.0
480,8212,1.0
486,8212,1.0
492,8212,1.0
498,8212,1.0
504,8212,1.0
510,8212,1.0
516,8212,1.0
522,8212,1.0
528,8212,1.0
534,8212,1.0
540,8212,1.0
546,8212,1.0
552,8212,1.0
558,8212,1.0
564,8212,1.0
570,8212,1.0
576,8212,1.0
582,8212,1.0
588,8212,1.0
594,8212,1.0
318,8331,1.0
324,8331,1.0
330,8331,1.0
336,8331,1.0
342,8331,1.0
348,8331,1.0
354,8331,1.0
360,8331,1.0
366,8331,1.0
372,8331,1.0
378,8331,1.0
384,8331,1.0
390,8331,1.0
396,8331,1.0
402,8331,1.0
408,8331,1.0
414,8331,1.0
420,8331,1.0
426,8331,1.0
432,8331,1.0
438,8331,1.0
444,8331,1.0
450,8331,1.0
456,8331,1.0
462,8331,1.0
468,8331,1.0
474,8331,1.0
480,8331,1.0
486,8331,1.0
492,8331,1.0
498,8331,1.0
504,8331,1.0
510,8331,1.0
516,8331,1.0
522,8331,1.0
528,8331,1.0
534,8331,1.0
540,8331,1.0
546,8331,1.0
552,8331,1.0
558,8331,1.0
564,8331,1.0
570,8331,1.0
576,8331,1.0
582,8331,1.0
588,8331,1.0
594,8331,1.0
318,8450,1.0
324,8450,1.0
330,8450,1.0
336,8450,1.0
342,8450,1.0
348,8450,1.0
354,8450,1.0
360,8450,1.0
366,8450,1.0
372,8450,1.0
378,8450,1.0
384,8450,1.0
390,8450,1.0
396,8450,1.0
402,8450,1.0
408,8450,1.0
414,8450,1.0
420,8450,1.0
426,8450,1.0
432,8450,1.0
438,8450,1.0
444,8450,1.0
450,8450,1.0
456,8450,1.0
462,8450,1.0
468,8450,1.0
474,8450,1.0
480,8450,1.0
486,8450,1.0
492,8450,1.0
498,8450,1.0
504,8450,1.0
510,8450,1.0
516,8450,1.0
522,8450,1.0
528,8450,1.0
534,8450,1.0
540,8450,1.0
546,8450,1.0
552,8450,1.0
558,8450,1.0
564,8450,1.0
570,8450,1.0
576,8450,1.0
582,8450,1.0
588,8450,1.0
594,8450,1.0
318,8569,1.0
324,8569,1.0
330,8569,1.0
336,8569,1.0
342,8569,1.0
348,8569,1.0
354,8569,1.0
360,8569,1.0
366,8569,1.0
372,8569,1.0
378,8569,1.0
384,8569,1.0
390,8569,1.0
396,8569,1.0
402,8569,1.0
408,8569,1.0
414,8569,1.0
420,8569,1.0
426,8569,1.0
432,8569,1.0
438,8569,1.0
444,8569,1.0
450,8569,1.0
456,8569,1.0
462,8569,1.0
468,8569,1.0
474,8569,1.0
480,8569,1.0
486,8569,1.0
492,8569,1.0
498,8569,1.0
504,8569,1.0
510,8569,1.0
516,8569,1.0
522,8569,1.0
528,8569,1.0
534,8569,1.0
540,8569,1.0
546,8569,1.0
552,8569,1.0
558,8569,1.0
564,8569,1.0
570,8569,1.0
576,8569,1.0
582,8569,1.0
588,8569,1.0
594,8569,1.0
318,8688,1.0
324,8688,1.0
330,8688,1.0
336,8688,1.0
342,8688,1.0
348,8688,1.0
354,8688,1.0
360,8688,1.0
366,8688,1.0
372,8688,1.0
378,8688,1.0
384,8688,1.0
390,8688,1.0
396,8688,1.0
402,8688,1.0
408,8688,1.0
414,8688,1.0
420,8688,1.0
426,8688,1.0
432,8688,1.0
438,8688,1.0
444,8688,1.0
450,8688,1.0
456,8688,1.0
462,8688,1.0
468,8688,1.0
474,8688,1.0
480,8688,1.0
486,8688,1.0
492,8688,1.0
498,8688,1.0
504,8688,1.0
510,8688,1.0
516,8688,1.0
522,8688,1.0
528,8688,1.0
534,8688,1.0
540,8688,1.0
546,8688,1.0
552,8688,1.0
558,8688,1.0
564,8688,1.0
570,8688,1.0
576,8688,1.0
582,8688,1.0
588,8688,1.0
594,8688,1.0
318,8807,1.0
324,8807,1.0
330,8807,1.0
336,8807,1.0
342,8807,1.0
348,8807,1.0
354,8807,1.0
360,8807,1.0
366,8807,1.0
372,8807,1.0
378,8807,1.0
384,8807,1.0
390,8807,1.0
396,8807,1.0
402,8807,1.0
408,8807,1.0
414,8807,1.0
420,8807,1.0
426,8807,1.0
432,8807,1.0
438,8807,1.0
444,8807,1.0
450,8807,1.0
456,8807,1.0
462,8807,1.0
468,8807,1.0
474,8807,1.0
480,8807,1.0
486,8807,1.0
492,8807,1.0
498,8807,1.0
504,8807,1.0
510,8807,1.0
516,8807,1.0
522,8807,1.0
528,8807,1.0
534,8807,1.0
540,8807,1.0
546,8807,1.0
552,8807,1.0
558,8807,1.0
564,8807,1.0
570,8807,1.0
576,8807,1.0
582,8807,1.0
588,8807,1.0
594,8807,1.0
318,8926,1.0
324,8926,1.0
330,8926,1.0
336,8926,1.0
342,8926,1.0
348,8926,1.0
354,8926,1.0
360,8926,1.0
366,8926,1.0
372,8926,1.0
378,8926,1.0
384,8926,1.0
390,8926,1.0
396,8926,1.0
402,8926,1.0
408,8926,1.0
414,8926,1.0
420,8926,1.0
426,8926,1.0
432,8926,1.0
438,8926,1.0
444,8926,1.0
450,8926,1.0
456,8926,1.0
462,8926,1.0
468,8926,1.0
474,8926,1.0
480,8926,1.0
486,8926,1.0
492,8926,1.0
498,8926,1.0
504,8926,1.0
510,8926,1.0
516,8926,1.0
522,8926,1.0
528,8926,1.0
534,8926,1.0
540,8926,1.0
546,8926,1.0
552,8926,1.0
558,8926,1.0
564,8926,1.0
570,8926,1.0
576,8926,1.0
582,8926,1.0
588,8926,1.0
594,8926,1.0
318,9045,1.0
324,9045,1.0
330,9045,1.0
336,9045,1.0
342,9045,1.0
348,9045,1.0
354,9045,1.0
360,9045,1.0
366,9045,1.0
372,9045,1.0
378,9045,1.0
384,9045,1.0
390,9045,1.0
396,9045,1.0
402,9045,1.0
408,9045,1.0
414,9045,1.0
420,9045,1.0
426,9045,1.0
432,9045,1.0
438,9045,1.0
444,9045,1.0
450,9045,1.0
456,9045,1.0
462,9045,1.0
468,9045,1.0
474,9045,1.0
480,9045,1.0
486,9045,1.0
492,9045,1.0
498,9045,1.0
504,9045,1.0
510,9045,1.0
516,9045,1.0
522,9045,1.0
528,9045,1.0
534,9045,1.0
540,9045,1.0
546,9045,1.0
552,9045,1.0
558,9045,1.0
564,9045,1.0
570,9045,1.0
576,9045,1.0
582,9045,1.0
588,9045,1.0
594,9045,1.0
318,9164,1.0
324,9164,1.0
330,9164,1.0
336,9164,1.0
342,9164,1.0
348,9164,1.0
354,9164,1.0
360,9164,1.0
366,9164,1.0
372,9164,1.0
378,9164,1.0
384,9164,1.0
390,9164,1.0
396,9164,1.0
402,9164,1.0
408,9164,1.0
414,9164,1.0
420,9164,1.0
426,9164,1.0
432,9164,1.0
438,9164,1.0
444,9164,1.0
450,9164,1.0
456,9164,1.0
462,9164,1.0
468,9164,1.0
474,9164,1.0
480,9164,1.0
486,9164,1.0
492,9164,1.0
498,9164,1.0
504,9164,1.0
510,9164,1.0
516,9164,1.0
522,9164,1.0
528,9164,1.0
534,9164,1.0
540,9164,1.0
546,9164,1.0
552,9164,1.0
558,9164,1.0
564,9164,1.0
570,9164,1.0
576,9164,1.0
582,9164,1.0
588,9164,1.0
594,9164,1.0
318,9283,1.0
324,9283,1.0
330,9283,1.0
336,9283,1.0
342,9283,1.0
348,9283,1.0
354,9283,1.0
360,9283,1.0
366,9283,1.0
372,9283,1.0
378,9283,1.0
384,9283,1.0
390,9283,1.0
396,9283,1.0
402,9283,1.0
408,9283,1.0
414,9283,1.0
420,9283,1.0
426,9283,1.0
432,9283,1.0
438,9283,1.0
444,9283,1.0
450,9283,1.0
456,9283,1.0
462,9283,1.0
468,9283,1.0
474,9283,1.0
480,9283,1.0
486,9283,1.0
492,9283,1.0
498,9283,1.0
504,9283,1.0
510,9283,1.0
516,9283,1.0
522,9283,1.0
528,9283,1.0
534,9283,1.0
540,9283,1.0
546,9283,1.0
552,9283,1.0
558,9283,1.0
564,9283,1.0
570,9283,1.0
576,9283,1.0
582,9283,1.0
588,9283,1.0
594,9283,1.0
318,9402,1.0
324,9402,1.0
330,9402,1.0
336,9402,1.0
342,9402,1.0
348,9402,1.0
354,9402,1.0
360,9402,1.0
366,9402,1.0
372,9402,1.0
378,9402,1.0
384,9402,1.0
390,9402,1.0
396,9402,1.0
402,9402,1.0
408,9402,1.0
414,9402,1.0
420,9402,1.0
426,9402,1.0
432,9402,1.0
438,9402,1.0
444,9402,1.0
450,9402,1.0
456,9402,1.0
462,9402,1.0
468,9402,1.0
474,9402,1.0
480,9402,1.0
486,9402,1.0
492,9402,1.0
498,9402,1.0
504,9402,1.0
510,9402,1.0
516,9402,1.0
522,9402,1.0
528,9402,1.0
534,9402,1.0
540,9402,1.0
546,9402,1.0
552,9402,1.0
558,9402,1.0
564,9402,1.0
570,9402,1.0
576,9402,1.0
582,9402,1.0
588,9402,1.0
594,9402,1.0
318,9521,1.0
324,9521,1.0
330,9521,1.0
336,9521,1.0
342,9521,1.0
348,9521,1.0
354,9521,1.0
360,9521,1.0
366,9521,1.0
372,9521,1.0
378,9521,1.0
384,9521,1.0
390,9521,1.0
396,9521,1.0
402,9521,1.0
408,9521,1.0
414,9521,1.0
420,9521,1.0
426,9521,1.0
432,9521,1.0
438,9521,1.0
444,9521,1.0
450,9521,1.0
456,9521,1.0
462,9521,1.0
468,9521,1.0
474,9521,1.0
480,9521,1.0
486,9521,1.0
492,9521,1.0
498,9521,1.0
504,9521,1.0
510,9521,1.0
516,9521,1.0
522,9521,1.0
528,9521,1.0
534,9521,1.0
540,9521,1.0
546,9521,1.0
552,9521,1.0
558,9521,1.0
564,9521,1.0
570,9521,1.0
576,9521,1.0
582,9521,1.0
588,9521,1.0
594,9521,1.0
318,9640,1.0
324,9640,1.0
330,9640,1.0
336,9640,1.0
342,9640,1.0
348,9640,1.0
354,9640,1.0
360,9640,1.0
366,9640,1.0
372,9640,1.0
378,9640,1.0
384,9640,1.0
390,9640,1.0
396,9640,1.0
402,9640,1.0
408,9640,1.0
414,9640,1.0
420,9640,1.0
426,9640,1.0
432,9640,1.0
438,9640,1.0
444,9640,1.0
450,9640,1.0
456,9640,1.0
462,9640,1.0
468,9640,1.0
474,9640,1.0
480,9640,1.0
486,9640,1.0
492,9640,1.0
498,9640,1.0
504,9640,1.0
510,9640,1.0
516,9640,1.0
522,9640,1.0
528,9640,1.0
534,9640,1.0
540,9640,1.0
546,9640,1.0
552,9640,1.0
558,9640,1.0
564,9640,1.0
570,9640,1.0
576,9640,1.0
582,9640,1.0
588,9640,1.0
594,9640,1.0
318,9759,1.0
324,9759,1.0
330,9759,1.0
336,9759,1.0
342,9759,1.0
348,9759,1.0
354,9759,1.0
360,9759,1.0
366,9759,1.0
372,9759,1.0
378,9759,1.0
384,9759,1.0
390,9759,1.0
396,9759,1.0
402,9759,1.0
408,9759,1.0
414,9759,1.0
420,9759,1.0
426,9759,1.0
432,9759,1.0
438,9759,1.0
444,9759,1.0
450,9759,1.0
456,9759,1.0
462,9759,1.0
468,9759,1.0
474,9759,1.0
480,9759,1.0
486,9759,1.0
492,9759,1.0
498,9759,1.0
504,9759,1.0
510,9759,1.0
516,9759,1.0
522,9759,1.0
528,9759,1.0
534,9759,1.0
540,9759,1.0
546,9759,1.0
552,9759,1.0
558,9759,1.0
564,9759,1.0
570,9759,1.0
576,9759,1.0
582,9759,1.0
588,9759,1.0
594,9759,1.0
318,9878,1.0
324,9878,1.0
330,9878,1.0
336,9878,1.0
342,9878,1.0
348,9878,1.0
354,9878,1.0
360,9878,1.0
366,9878,1.0
372,9878,1.0
378,9878,1.0
384,9878,1.0
390,9878,1.0
396,9878,1.0
402,9878,1.0
408,9878,1.0
414,9878,1.0
420,9878,1.0
426,9878,1.0
432,9878,1.0
438,9878,1.0
444,9878,1.0
450,9878,1.0
456,9878,1.0
462,9878,1.0
468,9878,1.0
474,9878,1.0
480,9878,1.0
486,9878,1.0
492,9878,1.0
498,9878,1.0
504,9878,1.0
510,9878,1.0
516,9878,1.0
522,9878,1.0
528,9878,1.0
534,9878,1.0
540,9878,1.0
546,9878,1.0
552,9878,1.0
558,9878,1.0
564,9878,1.0
570,9878,1.0
576,9878,1.0
582,9878,1.0
588,9878,1.0
594,9878,1.0
318,9997,1.0
324,9997,1.0
330,9997,1.0
336,9997,1.0
342,9997,1.0
348,9997,1.0
354,9997,1.0
360,9997,1.0
366,9997,1.0
372,9997,1.0
378,9997,1.0
384,9997,1.0
390,9997,1.0
396,9997,1.0
402,9997,1.0
408,9997,1.0
414,9997,1.0
420,9997,1.0
426,9997,1.0
432,9997,1.0
438,9997,1.0
444,9997,1.0
450,9997,1.0
456,9997,1.0
462,9997,1.0
468,9997,1.0
474,9997,1.0
480,9997,1.0
486,9997,1.0
492,9997,1.0
498,9997,1.0
504,9997,1.0
510,9997,1.0
516,9997,1.0
522,9997,1.0
528,9997,1.0
534,9997,1.0
540,9997,1.0
546,9997,1.0
552,9997,1.0
558,9997,1.0
564,9997,1.0
570,9997,1.0
576,9997,1.0
582,9997,1.0
588,9997,1.0
594,9997,1.0
318,10116,1.0
324,10116,1.0
330,10116,1.0
336,10116,1.0
342,10116,1.0
348,10116,1.0
354,10116,1.0
360,10116,1.0
366,10116,1.0
372,10116,1.0
378,10116,1.0
384,10116,1.0
390,10116,1.0
396,10116,1.0
402,10116,1.0
408,10116,1.0
414,10116,1.0
420,10116,1.0
426,10116,1.0
432,10116,1.0
438,10116,1.0
444,10116,1.0
450,10116,1.0
456,10116,1.0
462,10116,1.0
468,10116,1.0
474,10116,1.0
480,10116,1.0
486,10116,1.0
492,10116,1.0
498,10116,1.0
504,10116,1.0
510,10116,1.0
516,10116,1.0
522,10116,1.0
528,10116,1.0
534,10116,1.0
540,10116,1.0
546,10116,1.0
552,10116,1.0
558,10116,1.0
564,10116,1.0
570,10116,1.0
576,10116,1.0
582,10116,1.0
588,10116,1.0
594,10116,1.0
318,10235,1.0
324,10235,1.0
330,10235,1.0
336,10235,1.0
342,10235,1.0
348,10235,1.0
354,10235,1.0
360,10235,1.0
366,10235,1.0
372,10235,1.0
378,10235,1.0
384,10235,1.0
390,10235,1.0
396,10235,1.0
402,10235,1.0
408,10235,1.0
414,10235,1.0
420,10235,1.0
426,10235,1.0
432,10235,1.0
438,10235,1.0
444,10235,1.0
450,10235,1.0
456,10235,1.0
462,10235,1.0
468,10235,1.0
474,10235,1.0
480,10235,1.0
486,10235,1.0
492,10235,1.0
498,10235,1.0
504,10235,1.0
510,10235,1.0
516,10235,1.0
522,10235,1.0
528,10235,1.0
534,10235,1.0
540,10235,1.0
546,10235,1.0
552,10235,1.0
558,10235,1.0
564,10235,1.0
570,10235,1.0
576,10235,1.0
582,10235,1.0
588,10235,1.0
594,10235,1.0
318,10354,1.0
324,10354,1.0
330,10354,1.0
336,10354,1.0
342,10354,1.0
348,10354,1.0
354,10354,1.0
360,10354,1.0
366,10354,1.0
372,10354,1.0
378,10354,1.0
384,10354,1.0
390,10354,1.0
396,10354,1.0
402,10354,1.0
408,10354,1.0
414,10354,1.0
420,10354,1.0
426,10354,1.0
432,10354,1.0
438,10354,1.0
444,10354,1.0
450,10354,1.0
456,10354,1.0
462,10354,1.0
468,10354,1.0
474,10354,1.0
480,10354,1.0
486,10354,1.0
492,10354,1.0
498,10354,1.0
504,10354,1.0
510,10354,1.0
516,10354,1.0
522,10354,1.0
528,10354,1.0
534,10354,1.0
540,10354,1.0
546,10354,1.0
552,10354,1.0
558,10354,1.0
564,10354,1.0
570,10354,1.0
576,10354,1.0
582,10354,1.0
588,10354,1.0
594,10354,1.0
318,10473,1.0
324,10473,1.0
330,10473,1.0
336,10473,1.0
342,10473,1.0
348,10473,1.0
354,10473,1.0
360,10473,1.0
366,10473,1.0
372,10473,1.0
378,10473,1.0
384,10473,1.0
390,10473,1.0
396,10473,1.0
402,10473,1.0
408,10473,1.0
414,10473,1.0
420,10473,1.0
426,10473,1.0
432,10473,1.0
438,10473,1.0
444,10473,1.0
450,10473,1.0
456,10473,1.0
462,10473,1.0
468,10473,1.0
474,10473,1.0
480,10473,1.0
486,10473,1.0
492,10473,1.0
498,10473,1.0
504,10473,1.0
510,10473,1.0
516,10473,1.0
522,10473,1.0
528,10473,1.0
534,10473,1.0
540,10473,1.0
546,10473,1.0
552,10473,1.0
558,10473,1.0
564,10473,1.0
570,10473,1.0
576,10473,1.0
582,10473,1.0
588,10473,1.0
594,10473,1.0
324,10592,1.0
330,10592,1.0
336,10592,1.0
342,10592,1.0
348,10592,1.0
354,10592,1.0
360,10592,1.0
366,10592,1.0
372,10592,1.0
378,10592,1.0
384,10592,1.0
390,10592,1.0
396,10592,1.0
402,10592,1.0
408,10592,1.0
414,10592,1.0
420,10592,1.0
426,10592,1.0
432,10592,1.0
438,10592,1.0
444,10592,1.0
450,10592,1.0
456,10592,1.0
462,10592,1.0
468,10592,1.0
474,10592,1.0
480,10592,1.0
486,10592,1.0
492,10592,1.0
498,10592,1.0
504,10592,1.0
510,10592,1.0
516,10592,1.0
522,10592,1.0
528,10592,1.0
534,10592,1.0
540,10592,1.0
546,10592,1.0
552,10592,1.0
558,10592,1.0
564,10592,1.0
570,10592,1.0
576,10592,1.0
582,10592,1.0
588,10592,1.0
594,10592,1.0
324,10711,1.0
330,10711,1.0
336,10711,1.0
342,10711,1.0
348,10711,1.0
354,10711,1.0
360,10711,1.0
366,10711,1.0
372,10711,1.0
378,10711,1.0
384,10711,1.0
390,10711,1.0
396,10711,1.0
402,10711,1.0
408,10711,1.0
414,10711,1.0
420,10711,1.0
426,10711,1.0
432,10711,1.0
438,10711,1.0
444,10711,1.0
450,10711,1.0
456,10711,1.0
462,10711,1.0
468,10711,1.0
474,10711,1.0
480,10711,1.0
486,10711,1.0
492,10711,1.0
498,10711,1.0
504,10711,1.0
510,10711,1.0
516,10711,1.0
522,10711,1.0
528,10711,1.0
534,10711,1.0
540,10711,1.0
546,10711,1.0
552,10711,1.0
558,10711,1.0
564,10711,1.0
570,10711,1.0
576,10711,1.0
582,10711,1.0
588,10711,1.0
594,10711,1.0
324,10830,1.0
330,10830,1.0
336,10830,1.0
342,10830,1.0
348,10830,1.0
354,10830,1.0
360,10830,1.0
366,10830,1.0
372,10830,1.0
378,10830,1.0
384,10830,1.0
390,10830,1.0
396,10830,1.0
402,10830,1.0
408,10830,1.0
414,10830,1.0
420,10830,1.0
426,10830,1.0
432,10830,1.0
438,10830,1.0
444,10830,1.0
450,10830,1.0
456,10830,1.0
462,10830,1.0
468,10830,1.0
474,10830,1.0
480,10830,1.0
486,10830,1.0
492,10830,1.0
498,10830,1.0
504,10830,1.0
510,10830,1.0
516,10830,1.0
522,10830,1.0
528,10830,1.0
534,10830,1.0
540,10830,1.0
546,10830,1.0
552,10830,1.0
558,10830,1.0
564,10830,1.0
570,10830,1.0
576,10830,1.0
582,10830,1.0
588,10830,1.0
594,10830,1.0
324,10949,1.0
330,10949,1.0
336,10949,1.0
342,10949,1.0
348,10949,1.0
354,10949,1.0
360,10949,1.0
366,10949,1.0
372,10949,1.0
378,10949,1.0
384,10949,1.0
390,10949,1.0
396,10949,1.0
402,10949,1.0
408,10949,1.0
414,10949,1.0
420,10949,1.0
426,10949,1.0
432,10949,1.0
438,10949,1.0
444,10949,1.0
450,10949,1.0
456,10949,1.0
462,10949,1.0
468,10949,1.0
474,10949,1.0
480,10949,1.0
486,10949,1.0
492,10949,1.0
498,10949,1.0
504,10949,1.0
510,10949,1.0
516,10949,1.0
522,10949,1.0
528,10949,1.0
534,10949,1.0
540,10949,1.0
546,10949,1.0
552,10949,1.0
558,10949,1.0
564,10949,1.0
570,10949,1.0
576,10949,1.0
582,10949,1.0
588,10949,1.0
594,10949,1.0
324,11068,1.0
330,11068,1.0
336,11068,1.0
342,11068,1.0
348,11068,1.0
354,11068,1.0
360,11068,1.0
366,11068,1.0
372,11068,1.0
378,11068,1.0
384,11068,1.0
390,11068,1.0
396,11068,1.0
402,11068,1.0
408,11068,1.0
414,11068,1.0
420,11068,1.0
426,11068,1.0
432,11068,1.0
438,11068,1.0
444,11068,1.0
450,11068,1.0
456,11068,1.0
462,11068,1.0
468,11068,1.0
474,11068,1.0
480,11068,1.0
486,11068,1.0
492,11068,1.0
498,11068,1.0
504,11068,1.0
510,11068,1.0
516,11068,1.0
522,11068,1.0
528,11068,1.0
534,11068,1.0
540,11068,1.0
546,11068,1.0
552,11068,1.0
558,11068,1.0
564,11068,1.0
570,11068,1.0
576,11068,1.0
582,11068,1.0
588,11068,1.0
594,11068,1.0
324,11187,1.0
330,11187,1.0
336,11187,1.0
342,11187,1.0
348,11187,1.0
354,11187,1.0
360,11187,1.0
366,11187,1.0
372,11187,1.0
378,11187,1.0
384,11187,1.0
390,11187,1.0
396,11187,1.0
402,11187,1.0
408,11187,1.0
